Row(reviewTime=u'01 2, 2013', avgRating=4.228070175438597, avgtime=1357084800.0)
Row(reviewTime=u'04 16, 2013', avgRating=4.065217391304348, avgtime=1366070400.0)
Row(reviewTime=u'04 17, 2013', avgRating=4.275862068965517, avgtime=1366156800.0)
Row(reviewTime=u'04 18, 2013', avgRating=4.164383561643835, avgtime=1366243200.0)
Row(reviewTime=u'04 19, 2013', avgRating=4.311475409836065, avgtime=1366329600.0)
Row(reviewTime=u'04 20, 2013', avgRating=4.372549019607843, avgtime=1366416000.0)
Row(reviewTime=u'04 21, 2013', avgRating=4.454545454545454, avgtime=1366502400.0)
Row(reviewTime=u'04 22, 2013', avgRating=4.222222222222222, avgtime=1366588800.0)
Row(reviewTime=u'04 23, 2013', avgRating=4.229508196721311, avgtime=1366675200.0)
Row(reviewTime=u'04 24, 2013', avgRating=4.117647058823529, avgtime=1366761600.0)
Row(reviewTime=u'04 25, 2013', avgRating=3.9491525423728815, avgtime=1366848000.0)
Row(reviewTime=u'04 26, 2013', avgRating=4.316666666666666, avgtime=1366934400.0)
Row(reviewTime=u'04 27, 2013', avgRating=4.4, avgtime=1367020800.0)
Row(reviewTime=u'04 28, 2013', avgRating=4.103448275862069, avgtime=1367107200.0)
Row(reviewTime=u'04 29, 2013', avgRating=4.283018867924528, avgtime=1367193600.0)
Row(reviewTime=u'04 30, 2013', avgRating=4.471698113207547, avgtime=1367280000.0)
Row(reviewTime=u'05 1, 2013', avgRating=4.220588235294118, avgtime=1367366400.0)
Row(reviewTime=u'05 2, 2013', avgRating=4.038461538461538, avgtime=1367452800.0)
Row(reviewTime=u'05 3, 2013', avgRating=4.163636363636364, avgtime=1367539200.0)
Row(reviewTime=u'05 4, 2013', avgRating=4.260869565217392, avgtime=1367625600.0)
Row(reviewTime=u'05 5, 2013', avgRating=4.5423728813559325, avgtime=1367712000.0)
Row(reviewTime=u'05 6, 2013', avgRating=4.4363636363636365, avgtime=1367798400.0)
Row(reviewTime=u'05 7, 2013', avgRating=3.8461538461538463, avgtime=1367884800.0)
Row(reviewTime=u'05 8, 2013', avgRating=3.981132075471698, avgtime=1367971200.0)
Row(reviewTime=u'05 9, 2013', avgRating=4.271844660194175, avgtime=1368057600.0)
Row(reviewTime=u'05 10, 2013', avgRating=4.083333333333333, avgtime=1368144000.0)
Row(reviewTime=u'05 11, 2013', avgRating=4.183673469387755, avgtime=1368230400.0)
Row(reviewTime=u'05 12, 2013', avgRating=4.224489795918367, avgtime=1368316800.0)
Row(reviewTime=u'05 13, 2013', avgRating=4.39344262295082, avgtime=1368403200.0)
Row(reviewTime=u'05 14, 2013', avgRating=4.492063492063492, avgtime=1368489600.0)
Row(reviewTime=u'05 15, 2013', avgRating=4.2631578947368425, avgtime=1368576000.0)
Row(reviewTime=u'05 16, 2013', avgRating=4.229166666666667, avgtime=1368662400.0)
Row(reviewTime=u'05 17, 2013', avgRating=4.114754098360656, avgtime=1368748800.0)
Row(reviewTime=u'05 18, 2013', avgRating=4.568181818181818, avgtime=1368835200.0)
Row(reviewTime=u'05 19, 2013', avgRating=4.220338983050848, avgtime=1368921600.0)
Row(reviewTime=u'05 20, 2013', avgRating=4.24, avgtime=1369008000.0)
Row(reviewTime=u'05 21, 2013', avgRating=4.086206896551724, avgtime=1369094400.0)
Row(reviewTime=u'05 22, 2013', avgRating=4.241379310344827, avgtime=1369180800.0)
Row(reviewTime=u'05 23, 2013', avgRating=4.0, avgtime=1369267200.0)
Row(reviewTime=u'05 24, 2013', avgRating=3.966666666666667, avgtime=1369353600.0)
Row(reviewTime=u'05 25, 2013', avgRating=3.8793103448275863, avgtime=1369440000.0)
Row(reviewTime=u'05 26, 2013', avgRating=4.448979591836735, avgtime=1369526400.0)
Row(reviewTime=u'05 27, 2013', avgRating=4.0476190476190474, avgtime=1369612800.0)
Row(reviewTime=u'05 28, 2013', avgRating=4.2631578947368425, avgtime=1369699200.0)
Row(reviewTime=u'05 29, 2013', avgRating=4.345454545454546, avgtime=1369785600.0)
Row(reviewTime=u'05 30, 2013', avgRating=4.12280701754386, avgtime=1369872000.0)
Row(reviewTime=u'05 31, 2013', avgRating=4.3061224489795915, avgtime=1369958400.0)
Row(reviewTime=u'06 1, 2013', avgRating=4.25, avgtime=1370044800.0)
Row(reviewTime=u'06 2, 2013', avgRating=4.225806451612903, avgtime=1370131200.0)
Row(reviewTime=u'06 3, 2013', avgRating=4.122448979591836, avgtime=1370217600.0)
Row(reviewTime=u'06 4, 2013', avgRating=3.909090909090909, avgtime=1370304000.0)
Row(reviewTime=u'06 5, 2013', avgRating=4.394230769230769, avgtime=1370390400.0)
Row(reviewTime=u'06 6, 2013', avgRating=4.222222222222222, avgtime=1370476800.0)
Row(reviewTime=u'06 7, 2013', avgRating=4.448717948717949, avgtime=1370563200.0)
Row(reviewTime=u'06 8, 2013', avgRating=4.164179104477612, avgtime=1370649600.0)
Row(reviewTime=u'06 9, 2013', avgRating=4.320754716981132, avgtime=1370736000.0)
Row(reviewTime=u'06 10, 2013', avgRating=4.228571428571429, avgtime=1370822400.0)
Row(reviewTime=u'06 11, 2013', avgRating=4.265060240963855, avgtime=1370908800.0)
Row(reviewTime=u'06 12, 2013', avgRating=4.410714285714286, avgtime=1370995200.0)
Row(reviewTime=u'06 13, 2013', avgRating=4.254237288135593, avgtime=1371081600.0)
Row(reviewTime=u'06 14, 2013', avgRating=4.417910447761194, avgtime=1371168000.0)
Row(reviewTime=u'06 15, 2013', avgRating=4.316666666666666, avgtime=1371254400.0)
Row(reviewTime=u'06 16, 2013', avgRating=4.174603174603175, avgtime=1371340800.0)
Row(reviewTime=u'06 17, 2013', avgRating=3.975, avgtime=1371427200.0)
Row(reviewTime=u'06 18, 2013', avgRating=4.228571428571429, avgtime=1371513600.0)
Row(reviewTime=u'06 19, 2013', avgRating=4.0576923076923075, avgtime=1371600000.0)
Row(reviewTime=u'06 20, 2013', avgRating=4.134328358208955, avgtime=1371686400.0)
Row(reviewTime=u'06 21, 2013', avgRating=4.245901639344262, avgtime=1371772800.0)
Row(reviewTime=u'06 22, 2013', avgRating=4.1923076923076925, avgtime=1371859200.0)
Row(reviewTime=u'06 23, 2013', avgRating=4.26984126984127, avgtime=1371945600.0)
Row(reviewTime=u'06 24, 2013', avgRating=4.26984126984127, avgtime=1372032000.0)
Row(reviewTime=u'06 25, 2013', avgRating=4.078125, avgtime=1372118400.0)
Row(reviewTime=u'06 26, 2013', avgRating=4.147540983606557, avgtime=1372204800.0)
Row(reviewTime=u'06 27, 2013', avgRating=4.206896551724138, avgtime=1372291200.0)
Row(reviewTime=u'06 28, 2013', avgRating=4.155172413793103, avgtime=1372377600.0)
Row(reviewTime=u'06 29, 2013', avgRating=4.525, avgtime=1372464000.0)
Row(reviewTime=u'06 30, 2013', avgRating=4.372881355932203, avgtime=1372550400.0)
Row(reviewTime=u'07 1, 2013', avgRating=4.352112676056338, avgtime=1372636800.0)
Row(reviewTime=u'07 2, 2013', avgRating=3.824561403508772, avgtime=1372723200.0)
Row(reviewTime=u'07 3, 2013', avgRating=4.032786885245901, avgtime=1372809600.0)
Row(reviewTime=u'07 4, 2013', avgRating=4.404761904761905, avgtime=1372896000.0)
Row(reviewTime=u'07 5, 2013', avgRating=4.0227272727272725, avgtime=1372982400.0)
Row(reviewTime=u'07 6, 2013', avgRating=4.352112676056338, avgtime=1373068800.0)
Row(reviewTime=u'07 7, 2013', avgRating=4.347222222222222, avgtime=1373155200.0)
Row(reviewTime=u'07 8, 2013', avgRating=4.506849315068493, avgtime=1373241600.0)
Row(reviewTime=u'07 9, 2013', avgRating=4.2898550724637685, avgtime=1373328000.0)
Row(reviewTime=u'07 10, 2013', avgRating=4.337662337662338, avgtime=1373414400.0)
Row(reviewTime=u'07 11, 2013', avgRating=4.138888888888889, avgtime=1373500800.0)
Row(reviewTime=u'07 12, 2013', avgRating=4.260869565217392, avgtime=1373587200.0)
Row(reviewTime=u'07 13, 2013', avgRating=4.095238095238095, avgtime=1373673600.0)
Row(reviewTime=u'07 14, 2013', avgRating=4.127272727272727, avgtime=1373760000.0)
Row(reviewTime=u'07 15, 2013', avgRating=4.142857142857143, avgtime=1373846400.0)
Row(reviewTime=u'07 16, 2013', avgRating=4.104477611940299, avgtime=1373932800.0)
Row(reviewTime=u'07 17, 2013', avgRating=4.25, avgtime=1374019200.0)
Row(reviewTime=u'07 18, 2013', avgRating=4.265625, avgtime=1374105600.0)
Row(reviewTime=u'07 19, 2013', avgRating=4.291139240506329, avgtime=1374192000.0)
Row(reviewTime=u'07 20, 2013', avgRating=4.224137931034483, avgtime=1374278400.0)
Row(reviewTime=u'07 21, 2013', avgRating=4.208955223880597, avgtime=1374364800.0)
Row(reviewTime=u'07 22, 2013', avgRating=4.2272727272727275, avgtime=1374451200.0)
Row(reviewTime=u'07 23, 2013', avgRating=4.305084745762712, avgtime=1374537600.0)
Row(reviewTime=u'07 24, 2013', avgRating=4.275862068965517, avgtime=1374624000.0)
Row(reviewTime=u'07 25, 2013', avgRating=4.391304347826087, avgtime=1374710400.0)
Row(reviewTime=u'07 26, 2013', avgRating=4.038961038961039, avgtime=1374796800.0)
Row(reviewTime=u'07 27, 2013', avgRating=4.215686274509804, avgtime=1374883200.0)
Row(reviewTime=u'07 28, 2013', avgRating=4.183098591549296, avgtime=1374969600.0)
Row(reviewTime=u'07 29, 2013', avgRating=4.184615384615385, avgtime=1375056000.0)
Row(reviewTime=u'07 30, 2013', avgRating=4.273972602739726, avgtime=1375142400.0)
Row(reviewTime=u'07 31, 2013', avgRating=4.197183098591549, avgtime=1375228800.0)
Row(reviewTime=u'08 1, 2013', avgRating=4.203389830508475, avgtime=1375315200.0)
Row(reviewTime=u'08 2, 2013', avgRating=3.91025641025641, avgtime=1375401600.0)
Row(reviewTime=u'08 3, 2013', avgRating=4.43859649122807, avgtime=1375488000.0)
Row(reviewTime=u'08 4, 2013', avgRating=4.16, avgtime=1375574400.0)
Row(reviewTime=u'08 5, 2013', avgRating=4.2298850574712645, avgtime=1375660800.0)
Row(reviewTime=u'08 6, 2013', avgRating=3.8958333333333335, avgtime=1375747200.0)
Row(reviewTime=u'08 7, 2013', avgRating=4.233333333333333, avgtime=1375833600.0)
Row(reviewTime=u'08 8, 2013', avgRating=4.148936170212766, avgtime=1375920000.0)
Row(reviewTime=u'08 9, 2013', avgRating=4.291139240506329, avgtime=1376006400.0)
Row(reviewTime=u'08 10, 2013', avgRating=4.214285714285714, avgtime=1376092800.0)
Row(reviewTime=u'08 11, 2013', avgRating=4.285714285714286, avgtime=1376179200.0)
Row(reviewTime=u'08 12, 2013', avgRating=4.481481481481482, avgtime=1376265600.0)
Row(reviewTime=u'08 13, 2013', avgRating=4.266666666666667, avgtime=1376352000.0)
Row(reviewTime=u'08 14, 2013', avgRating=4.109090909090909, avgtime=1376438400.0)
Row(reviewTime=u'08 15, 2013', avgRating=4.156626506024097, avgtime=1376524800.0)
Row(reviewTime=u'08 16, 2013', avgRating=4.211764705882353, avgtime=1376611200.0)
Row(reviewTime=u'08 17, 2013', avgRating=4.232142857142857, avgtime=1376697600.0)
Row(reviewTime=u'08 18, 2013', avgRating=4.105263157894737, avgtime=1376784000.0)
Row(reviewTime=u'08 19, 2013', avgRating=4.293103448275862, avgtime=1376870400.0)
Row(reviewTime=u'08 20, 2013', avgRating=4.147058823529412, avgtime=1376956800.0)
Row(reviewTime=u'08 21, 2013', avgRating=4.1265822784810124, avgtime=1377043200.0)
Row(reviewTime=u'08 22, 2013', avgRating=4.34, avgtime=1377129600.0)
Row(reviewTime=u'08 23, 2013', avgRating=4.333333333333333, avgtime=1377216000.0)
Row(reviewTime=u'08 24, 2013', avgRating=4.395833333333333, avgtime=1377302400.0)
Row(reviewTime=u'08 25, 2013', avgRating=4.274193548387097, avgtime=1377388800.0)
Row(reviewTime=u'08 26, 2013', avgRating=4.03030303030303, avgtime=1377475200.0)
Row(reviewTime=u'08 27, 2013', avgRating=4.341772151898734, avgtime=1377561600.0)
Row(reviewTime=u'08 28, 2013', avgRating=4.020408163265306, avgtime=1377648000.0)
Row(reviewTime=u'08 29, 2013', avgRating=4.3023255813953485, avgtime=1377734400.0)
Row(reviewTime=u'08 30, 2013', avgRating=4.352941176470588, avgtime=1377820800.0)
Row(reviewTime=u'08 31, 2013', avgRating=4.350877192982456, avgtime=1377907200.0)
Row(reviewTime=u'09 1, 2013', avgRating=3.9423076923076925, avgtime=1377993600.0)
Row(reviewTime=u'09 2, 2013', avgRating=4.348484848484849, avgtime=1378080000.0)
Row(reviewTime=u'09 3, 2013', avgRating=4.348484848484849, avgtime=1378166400.0)
Row(reviewTime=u'09 4, 2013', avgRating=4.245614035087719, avgtime=1378252800.0)
Row(reviewTime=u'09 5, 2013', avgRating=4.25, avgtime=1378339200.0)
Row(reviewTime=u'09 6, 2013', avgRating=4.411764705882353, avgtime=1378425600.0)
Row(reviewTime=u'09 7, 2013', avgRating=4.409090909090909, avgtime=1378512000.0)
Row(reviewTime=u'09 8, 2013', avgRating=4.48, avgtime=1378598400.0)
Row(reviewTime=u'09 9, 2013', avgRating=4.319444444444445, avgtime=1378684800.0)
Row(reviewTime=u'09 10, 2013', avgRating=4.134146341463414, avgtime=1378771200.0)
Row(reviewTime=u'09 11, 2013', avgRating=4.410714285714286, avgtime=1378857600.0)
Row(reviewTime=u'09 12, 2013', avgRating=4.517241379310345, avgtime=1378944000.0)
Row(reviewTime=u'09 13, 2013', avgRating=4.323529411764706, avgtime=1379030400.0)
Row(reviewTime=u'09 14, 2013', avgRating=4.056603773584905, avgtime=1379116800.0)
Row(reviewTime=u'09 15, 2013', avgRating=4.375, avgtime=1379203200.0)
Row(reviewTime=u'09 16, 2013', avgRating=4.188405797101449, avgtime=1379289600.0)
Row(reviewTime=u'09 17, 2013', avgRating=4.116279069767442, avgtime=1379376000.0)
Row(reviewTime=u'09 18, 2013', avgRating=4.127906976744186, avgtime=1379462400.0)
Row(reviewTime=u'09 19, 2013', avgRating=4.333333333333333, avgtime=1379548800.0)
Row(reviewTime=u'09 20, 2013', avgRating=4.288888888888889, avgtime=1379635200.0)
Row(reviewTime=u'09 21, 2013', avgRating=4.078431372549019, avgtime=1379721600.0)
Row(reviewTime=u'09 22, 2013', avgRating=4.1568627450980395, avgtime=1379808000.0)
Row(reviewTime=u'09 23, 2013', avgRating=4.081967213114754, avgtime=1379894400.0)
Row(reviewTime=u'09 24, 2013', avgRating=4.375, avgtime=1379980800.0)
Row(reviewTime=u'09 25, 2013', avgRating=3.627906976744186, avgtime=1380067200.0)
Row(reviewTime=u'09 26, 2013', avgRating=3.9, avgtime=1380153600.0)
Row(reviewTime=u'09 27, 2013', avgRating=4.15, avgtime=1380240000.0)
Row(reviewTime=u'09 28, 2013', avgRating=4.081081081081081, avgtime=1380326400.0)
Row(reviewTime=u'09 29, 2013', avgRating=3.1666666666666665, avgtime=1380412800.0)
Row(reviewTime=u'09 30, 2013', avgRating=3.738095238095238, avgtime=1380499200.0)
Row(reviewTime=u'10 1, 2013', avgRating=4.2, avgtime=1380585600.0)
Row(reviewTime=u'10 2, 2013', avgRating=4.371951219512195, avgtime=1380672000.0)
Row(reviewTime=u'10 3, 2013', avgRating=4.1, avgtime=1380758400.0)
Row(reviewTime=u'10 4, 2013', avgRating=4.132352941176471, avgtime=1380844800.0)
Row(reviewTime=u'10 5, 2013', avgRating=4.44, avgtime=1380931200.0)
Row(reviewTime=u'10 6, 2013', avgRating=4.3076923076923075, avgtime=1381017600.0)
Row(reviewTime=u'10 7, 2013', avgRating=4.1923076923076925, avgtime=1381104000.0)
Row(reviewTime=u'10 8, 2013', avgRating=4.234375, avgtime=1381190400.0)
Row(reviewTime=u'10 9, 2013', avgRating=4.015873015873016, avgtime=1381276800.0)
Row(reviewTime=u'10 10, 2013', avgRating=4.316666666666666, avgtime=1381363200.0)
Row(reviewTime=u'10 11, 2013', avgRating=4.294117647058823, avgtime=1381449600.0)
Row(reviewTime=u'10 12, 2013', avgRating=4.372549019607843, avgtime=1381536000.0)
Row(reviewTime=u'10 13, 2013', avgRating=4.5, avgtime=1381622400.0)
Row(reviewTime=u'10 14, 2013', avgRating=4.222222222222222, avgtime=1381708800.0)
Row(reviewTime=u'10 15, 2013', avgRating=4.229166666666667, avgtime=1381795200.0)
Row(reviewTime=u'10 16, 2013', avgRating=4.140845070422535, avgtime=1381881600.0)
Row(reviewTime=u'10 17, 2013', avgRating=4.234375, avgtime=1381968000.0)
Row(reviewTime=u'10 18, 2013', avgRating=4.218181818181818, avgtime=1382054400.0)
Row(reviewTime=u'10 19, 2013', avgRating=3.9454545454545453, avgtime=1382140800.0)
Row(reviewTime=u'10 20, 2013', avgRating=4.323529411764706, avgtime=1382227200.0)
Row(reviewTime=u'10 21, 2013', avgRating=3.7818181818181817, avgtime=1382313600.0)
Row(reviewTime=u'10 22, 2013', avgRating=3.9305555555555554, avgtime=1382400000.0)
Row(reviewTime=u'10 23, 2013', avgRating=4.346153846153846, avgtime=1382486400.0)
Row(reviewTime=u'10 24, 2013', avgRating=4.045454545454546, avgtime=1382572800.0)
Row(reviewTime=u'10 25, 2013', avgRating=4.327272727272727, avgtime=1382659200.0)
Row(reviewTime=u'10 26, 2013', avgRating=3.923076923076923, avgtime=1382745600.0)
Row(reviewTime=u'10 27, 2013', avgRating=4.169491525423729, avgtime=1382832000.0)
Row(reviewTime=u'10 28, 2013', avgRating=4.348484848484849, avgtime=1382918400.0)
Row(reviewTime=u'10 29, 2013', avgRating=4.2784810126582276, avgtime=1383004800.0)
Row(reviewTime=u'10 30, 2013', avgRating=4.157894736842105, avgtime=1383091200.0)
Row(reviewTime=u'10 31, 2013', avgRating=4.129032258064516, avgtime=1383177600.0)
Row(reviewTime=u'11 1, 2013', avgRating=4.3538461538461535, avgtime=1383264000.0)
Row(reviewTime=u'11 2, 2013', avgRating=4.333333333333333, avgtime=1383350400.0)
Row(reviewTime=u'11 3, 2013', avgRating=4.397058823529412, avgtime=1383436800.0)
Row(reviewTime=u'11 4, 2013', avgRating=3.8412698412698414, avgtime=1383523200.0)
Row(reviewTime=u'11 5, 2013', avgRating=3.9682539682539684, avgtime=1383609600.0)
Row(reviewTime=u'11 6, 2013', avgRating=3.9508196721311477, avgtime=1383696000.0)
Row(reviewTime=u'11 7, 2013', avgRating=4.145161290322581, avgtime=1383782400.0)
Row(reviewTime=u'11 8, 2013', avgRating=3.9565217391304346, avgtime=1383868800.0)
