Row(reviewTime=u'01 2, 2013', avgRating=4.393939393939394, avgtime=1357084800.0)
Row(reviewTime=u'01 30, 2013', avgRating=4.362745098039215, avgtime=1359504000.0)
Row(reviewTime=u'01 31, 2013', avgRating=4.581818181818182, avgtime=1359590400.0)
Row(reviewTime=u'02 1, 2013', avgRating=4.235294117647059, avgtime=1359676800.0)
Row(reviewTime=u'02 2, 2013', avgRating=4.55, avgtime=1359763200.0)
Row(reviewTime=u'02 3, 2013', avgRating=4.544117647058823, avgtime=1359849600.0)
Row(reviewTime=u'02 4, 2013', avgRating=4.306451612903226, avgtime=1359936000.0)
Row(reviewTime=u'02 5, 2013', avgRating=4.67741935483871, avgtime=1360022400.0)
Row(reviewTime=u'02 6, 2013', avgRating=4.409836065573771, avgtime=1360108800.0)
Row(reviewTime=u'02 7, 2013', avgRating=4.366666666666666, avgtime=1360195200.0)
Row(reviewTime=u'02 8, 2013', avgRating=4.21875, avgtime=1360281600.0)
Row(reviewTime=u'02 9, 2013', avgRating=4.395833333333333, avgtime=1360368000.0)
Row(reviewTime=u'02 10, 2013', avgRating=4.25, avgtime=1360454400.0)
Row(reviewTime=u'02 11, 2013', avgRating=4.653061224489796, avgtime=1360540800.0)
Row(reviewTime=u'02 12, 2013', avgRating=4.291666666666667, avgtime=1360627200.0)
Row(reviewTime=u'02 13, 2013', avgRating=4.378787878787879, avgtime=1360713600.0)
Row(reviewTime=u'02 14, 2013', avgRating=4.485714285714286, avgtime=1360800000.0)
Row(reviewTime=u'02 15, 2013', avgRating=4.148936170212766, avgtime=1360886400.0)
Row(reviewTime=u'02 16, 2013', avgRating=4.387096774193548, avgtime=1360972800.0)
Row(reviewTime=u'02 17, 2013', avgRating=4.5625, avgtime=1361059200.0)
Row(reviewTime=u'02 18, 2013', avgRating=4.382352941176471, avgtime=1361145600.0)
Row(reviewTime=u'02 19, 2013', avgRating=4.444444444444445, avgtime=1361232000.0)
Row(reviewTime=u'02 20, 2013', avgRating=4.311475409836065, avgtime=1361318400.0)
Row(reviewTime=u'02 21, 2013', avgRating=4.442857142857143, avgtime=1361404800.0)
Row(reviewTime=u'02 22, 2013', avgRating=4.461538461538462, avgtime=1361491200.0)
Row(reviewTime=u'02 23, 2013', avgRating=4.538461538461538, avgtime=1361577600.0)
Row(reviewTime=u'02 24, 2013', avgRating=4.214285714285714, avgtime=1361664000.0)
Row(reviewTime=u'02 25, 2013', avgRating=4.637931034482759, avgtime=1361750400.0)
Row(reviewTime=u'02 26, 2013', avgRating=4.549019607843137, avgtime=1361836800.0)
Row(reviewTime=u'02 27, 2013', avgRating=4.403225806451613, avgtime=1361923200.0)
Row(reviewTime=u'02 28, 2013', avgRating=4.44, avgtime=1362009600.0)
Row(reviewTime=u'03 1, 2013', avgRating=4.372549019607843, avgtime=1362096000.0)
Row(reviewTime=u'03 2, 2013', avgRating=4.517857142857143, avgtime=1362182400.0)
Row(reviewTime=u'03 3, 2013', avgRating=4.4, avgtime=1362268800.0)
Row(reviewTime=u'03 4, 2013', avgRating=4.630769230769231, avgtime=1362355200.0)
Row(reviewTime=u'03 5, 2013', avgRating=4.354166666666667, avgtime=1362441600.0)
Row(reviewTime=u'03 6, 2013', avgRating=4.530612244897959, avgtime=1362528000.0)
Row(reviewTime=u'03 7, 2013', avgRating=4.2727272727272725, avgtime=1362614400.0)
Row(reviewTime=u'03 8, 2013', avgRating=4.0144927536231885, avgtime=1362700800.0)
Row(reviewTime=u'03 9, 2013', avgRating=4.155172413793103, avgtime=1362787200.0)
Row(reviewTime=u'03 10, 2013', avgRating=4.285714285714286, avgtime=1362873600.0)
Row(reviewTime=u'03 11, 2013', avgRating=4.515625, avgtime=1362960000.0)
Row(reviewTime=u'03 12, 2013', avgRating=4.192982456140351, avgtime=1363046400.0)
Row(reviewTime=u'03 13, 2013', avgRating=4.121951219512195, avgtime=1363132800.0)
Row(reviewTime=u'03 14, 2013', avgRating=4.333333333333333, avgtime=1363219200.0)
Row(reviewTime=u'03 15, 2013', avgRating=4.586956521739131, avgtime=1363305600.0)
Row(reviewTime=u'03 16, 2013', avgRating=4.2682926829268295, avgtime=1363392000.0)
Row(reviewTime=u'03 17, 2013', avgRating=4.612244897959184, avgtime=1363478400.0)
Row(reviewTime=u'03 18, 2013', avgRating=4.5, avgtime=1363564800.0)
Row(reviewTime=u'03 19, 2013', avgRating=4.568627450980392, avgtime=1363651200.0)
Row(reviewTime=u'03 20, 2013', avgRating=4.402777777777778, avgtime=1363737600.0)
Row(reviewTime=u'03 21, 2013', avgRating=4.476923076923077, avgtime=1363824000.0)
Row(reviewTime=u'03 22, 2013', avgRating=4.459016393442623, avgtime=1363910400.0)
Row(reviewTime=u'03 23, 2013', avgRating=4.190476190476191, avgtime=1363996800.0)
Row(reviewTime=u'03 24, 2013', avgRating=4.052631578947368, avgtime=1364083200.0)
Row(reviewTime=u'03 25, 2013', avgRating=4.234375, avgtime=1364169600.0)
Row(reviewTime=u'03 26, 2013', avgRating=4.441860465116279, avgtime=1364256000.0)
Row(reviewTime=u'03 27, 2013', avgRating=4.3, avgtime=1364342400.0)
Row(reviewTime=u'03 28, 2013', avgRating=4.387096774193548, avgtime=1364428800.0)
Row(reviewTime=u'03 29, 2013', avgRating=4.490909090909091, avgtime=1364515200.0)
Row(reviewTime=u'03 30, 2013', avgRating=4.04, avgtime=1364601600.0)
Row(reviewTime=u'03 31, 2013', avgRating=4.205882352941177, avgtime=1364688000.0)
Row(reviewTime=u'04 1, 2013', avgRating=4.466666666666667, avgtime=1364774400.0)
Row(reviewTime=u'04 2, 2013', avgRating=4.516666666666667, avgtime=1364860800.0)
Row(reviewTime=u'04 3, 2013', avgRating=4.254901960784314, avgtime=1364947200.0)
Row(reviewTime=u'04 4, 2013', avgRating=4.176470588235294, avgtime=1365033600.0)
Row(reviewTime=u'04 5, 2013', avgRating=4.285714285714286, avgtime=1365120000.0)
Row(reviewTime=u'04 6, 2013', avgRating=4.333333333333333, avgtime=1365206400.0)
Row(reviewTime=u'04 7, 2013', avgRating=4.071428571428571, avgtime=1365292800.0)
Row(reviewTime=u'04 8, 2013', avgRating=4.391304347826087, avgtime=1365379200.0)
Row(reviewTime=u'04 9, 2013', avgRating=4.327272727272727, avgtime=1365465600.0)
Row(reviewTime=u'04 10, 2013', avgRating=4.333333333333333, avgtime=1365552000.0)
Row(reviewTime=u'04 11, 2013', avgRating=4.333333333333333, avgtime=1365638400.0)
Row(reviewTime=u'04 12, 2013', avgRating=4.414634146341464, avgtime=1365724800.0)
Row(reviewTime=u'04 13, 2013', avgRating=4.166666666666667, avgtime=1365811200.0)
Row(reviewTime=u'04 14, 2013', avgRating=3.9583333333333335, avgtime=1365897600.0)
Row(reviewTime=u'04 15, 2013', avgRating=4.142857142857143, avgtime=1365984000.0)
Row(reviewTime=u'04 16, 2013', avgRating=4.606060606060606, avgtime=1366070400.0)
Row(reviewTime=u'04 17, 2013', avgRating=4.531645569620253, avgtime=1366156800.0)
Row(reviewTime=u'04 18, 2013', avgRating=4.254901960784314, avgtime=1366243200.0)
Row(reviewTime=u'04 19, 2013', avgRating=4.571428571428571, avgtime=1366329600.0)
Row(reviewTime=u'04 20, 2013', avgRating=4.238095238095238, avgtime=1366416000.0)
Row(reviewTime=u'04 21, 2013', avgRating=4.352941176470588, avgtime=1366502400.0)
Row(reviewTime=u'04 22, 2013', avgRating=4.418181818181818, avgtime=1366588800.0)
Row(reviewTime=u'04 23, 2013', avgRating=4.541666666666667, avgtime=1366675200.0)
Row(reviewTime=u'04 24, 2013', avgRating=4.052631578947368, avgtime=1366761600.0)
Row(reviewTime=u'04 25, 2013', avgRating=4.092592592592593, avgtime=1366848000.0)
Row(reviewTime=u'04 26, 2013', avgRating=4.266666666666667, avgtime=1366934400.0)
Row(reviewTime=u'04 27, 2013', avgRating=4.516129032258065, avgtime=1367020800.0)
Row(reviewTime=u'04 28, 2013', avgRating=4.283018867924528, avgtime=1367107200.0)
Row(reviewTime=u'04 29, 2013', avgRating=4.260869565217392, avgtime=1367193600.0)
Row(reviewTime=u'04 30, 2013', avgRating=4.5, avgtime=1367280000.0)
Row(reviewTime=u'05 1, 2013', avgRating=4.48936170212766, avgtime=1367366400.0)
Row(reviewTime=u'05 2, 2013', avgRating=4.346938775510204, avgtime=1367452800.0)
Row(reviewTime=u'05 3, 2013', avgRating=4.696969696969697, avgtime=1367539200.0)
Row(reviewTime=u'05 4, 2013', avgRating=4.441860465116279, avgtime=1367625600.0)
Row(reviewTime=u'05 5, 2013', avgRating=4.230769230769231, avgtime=1367712000.0)
Row(reviewTime=u'05 6, 2013', avgRating=4.595744680851064, avgtime=1367798400.0)
Row(reviewTime=u'05 7, 2013', avgRating=4.4411764705882355, avgtime=1367884800.0)
Row(reviewTime=u'05 8, 2013', avgRating=4.5, avgtime=1367971200.0)
Row(reviewTime=u'05 9, 2013', avgRating=4.5, avgtime=1368057600.0)
Row(reviewTime=u'05 10, 2013', avgRating=4.217391304347826, avgtime=1368144000.0)
Row(reviewTime=u'05 11, 2013', avgRating=4.1891891891891895, avgtime=1368230400.0)
Row(reviewTime=u'05 12, 2013', avgRating=4.157894736842105, avgtime=1368316800.0)
Row(reviewTime=u'05 13, 2013', avgRating=4.653061224489796, avgtime=1368403200.0)
Row(reviewTime=u'05 14, 2013', avgRating=4.181818181818182, avgtime=1368489600.0)
Row(reviewTime=u'05 15, 2013', avgRating=4.409090909090909, avgtime=1368576000.0)
Row(reviewTime=u'05 16, 2013', avgRating=4.297872340425532, avgtime=1368662400.0)
Row(reviewTime=u'05 17, 2013', avgRating=4.464285714285714, avgtime=1368748800.0)
Row(reviewTime=u'05 18, 2013', avgRating=4.463414634146342, avgtime=1368835200.0)
Row(reviewTime=u'05 19, 2013', avgRating=4.415384615384616, avgtime=1368921600.0)
Row(reviewTime=u'05 20, 2013', avgRating=4.409090909090909, avgtime=1369008000.0)
Row(reviewTime=u'05 21, 2013', avgRating=4.682926829268292, avgtime=1369094400.0)
Row(reviewTime=u'05 22, 2013', avgRating=4.1875, avgtime=1369180800.0)
Row(reviewTime=u'05 23, 2013', avgRating=4.0285714285714285, avgtime=1369267200.0)
Row(reviewTime=u'05 24, 2013', avgRating=4.549295774647887, avgtime=1369353600.0)
Row(reviewTime=u'05 25, 2013', avgRating=4.613636363636363, avgtime=1369440000.0)
Row(reviewTime=u'05 26, 2013', avgRating=4.428571428571429, avgtime=1369526400.0)
Row(reviewTime=u'05 27, 2013', avgRating=4.408163265306122, avgtime=1369612800.0)
Row(reviewTime=u'05 28, 2013', avgRating=4.285714285714286, avgtime=1369699200.0)
Row(reviewTime=u'05 29, 2013', avgRating=4.325, avgtime=1369785600.0)
Row(reviewTime=u'05 30, 2013', avgRating=4.431818181818182, avgtime=1369872000.0)
Row(reviewTime=u'05 31, 2013', avgRating=4.0588235294117645, avgtime=1369958400.0)
Row(reviewTime=u'06 1, 2013', avgRating=4.488372093023256, avgtime=1370044800.0)
Row(reviewTime=u'06 2, 2013', avgRating=4.217391304347826, avgtime=1370131200.0)
Row(reviewTime=u'06 3, 2013', avgRating=4.404761904761905, avgtime=1370217600.0)
Row(reviewTime=u'06 4, 2013', avgRating=3.962962962962963, avgtime=1370304000.0)
Row(reviewTime=u'06 5, 2013', avgRating=4.302631578947368, avgtime=1370390400.0)
Row(reviewTime=u'06 6, 2013', avgRating=4.361702127659575, avgtime=1370476800.0)
Row(reviewTime=u'06 7, 2013', avgRating=4.0576923076923075, avgtime=1370563200.0)
Row(reviewTime=u'06 8, 2013', avgRating=4.4, avgtime=1370649600.0)
Row(reviewTime=u'06 9, 2013', avgRating=4.416666666666667, avgtime=1370736000.0)
Row(reviewTime=u'06 10, 2013', avgRating=4.62, avgtime=1370822400.0)
Row(reviewTime=u'06 11, 2013', avgRating=4.575, avgtime=1370908800.0)
Row(reviewTime=u'06 12, 2013', avgRating=4.5, avgtime=1370995200.0)
Row(reviewTime=u'06 13, 2013', avgRating=4.433962264150943, avgtime=1371081600.0)
Row(reviewTime=u'06 14, 2013', avgRating=4.283018867924528, avgtime=1371168000.0)
Row(reviewTime=u'06 15, 2013', avgRating=3.903225806451613, avgtime=1371254400.0)
Row(reviewTime=u'06 16, 2013', avgRating=4.415094339622642, avgtime=1371340800.0)
Row(reviewTime=u'06 17, 2013', avgRating=4.4035087719298245, avgtime=1371427200.0)
Row(reviewTime=u'06 18, 2013', avgRating=4.033898305084746, avgtime=1371513600.0)
Row(reviewTime=u'06 19, 2013', avgRating=4.515151515151516, avgtime=1371600000.0)
Row(reviewTime=u'06 20, 2013', avgRating=4.209302325581396, avgtime=1371686400.0)
Row(reviewTime=u'06 21, 2013', avgRating=4.56, avgtime=1371772800.0)
Row(reviewTime=u'06 22, 2013', avgRating=4.571428571428571, avgtime=1371859200.0)
Row(reviewTime=u'06 23, 2013', avgRating=4.377777777777778, avgtime=1371945600.0)
Row(reviewTime=u'06 24, 2013', avgRating=4.295081967213115, avgtime=1372032000.0)
Row(reviewTime=u'06 25, 2013', avgRating=4.0181818181818185, avgtime=1372118400.0)
Row(reviewTime=u'06 26, 2013', avgRating=4.27906976744186, avgtime=1372204800.0)
Row(reviewTime=u'06 27, 2013', avgRating=4.688888888888889, avgtime=1372291200.0)
Row(reviewTime=u'06 28, 2013', avgRating=4.418181818181818, avgtime=1372377600.0)
Row(reviewTime=u'06 29, 2013', avgRating=4.0625, avgtime=1372464000.0)
Row(reviewTime=u'06 30, 2013', avgRating=4.142857142857143, avgtime=1372550400.0)
Row(reviewTime=u'07 1, 2013', avgRating=4.462962962962963, avgtime=1372636800.0)
Row(reviewTime=u'07 2, 2013', avgRating=3.8867924528301887, avgtime=1372723200.0)
Row(reviewTime=u'07 3, 2013', avgRating=4.191489361702128, avgtime=1372809600.0)
Row(reviewTime=u'07 4, 2013', avgRating=4.666666666666667, avgtime=1372896000.0)
Row(reviewTime=u'07 5, 2013', avgRating=4.269230769230769, avgtime=1372982400.0)
Row(reviewTime=u'07 6, 2013', avgRating=4.4, avgtime=1373068800.0)
Row(reviewTime=u'07 7, 2013', avgRating=4.404255319148936, avgtime=1373155200.0)
Row(reviewTime=u'07 8, 2013', avgRating=4.3538461538461535, avgtime=1373241600.0)
Row(reviewTime=u'07 9, 2013', avgRating=4.222222222222222, avgtime=1373328000.0)
Row(reviewTime=u'07 10, 2013', avgRating=4.5, avgtime=1373414400.0)
Row(reviewTime=u'07 11, 2013', avgRating=4.382978723404255, avgtime=1373500800.0)
Row(reviewTime=u'07 12, 2013', avgRating=3.9047619047619047, avgtime=1373587200.0)
Row(reviewTime=u'07 13, 2013', avgRating=4.4, avgtime=1373673600.0)
Row(reviewTime=u'07 14, 2013', avgRating=4.260869565217392, avgtime=1373760000.0)
Row(reviewTime=u'07 15, 2013', avgRating=4.283018867924528, avgtime=1373846400.0)
Row(reviewTime=u'07 16, 2013', avgRating=4.159090909090909, avgtime=1373932800.0)
Row(reviewTime=u'07 17, 2013', avgRating=4.142857142857143, avgtime=1374019200.0)
Row(reviewTime=u'07 18, 2013', avgRating=4.1875, avgtime=1374105600.0)
Row(reviewTime=u'07 19, 2013', avgRating=4.45945945945946, avgtime=1374192000.0)
Row(reviewTime=u'07 20, 2013', avgRating=4.171428571428572, avgtime=1374278400.0)
Row(reviewTime=u'07 21, 2013', avgRating=4.44, avgtime=1374364800.0)
Row(reviewTime=u'07 22, 2013', avgRating=4.4, avgtime=1374451200.0)
Row(reviewTime=u'07 23, 2013', avgRating=4.318181818181818, avgtime=1374537600.0)
Row(reviewTime=u'07 24, 2013', avgRating=4.326086956521739, avgtime=1374624000.0)
Row(reviewTime=u'07 25, 2013', avgRating=4.309523809523809, avgtime=1374710400.0)
Row(reviewTime=u'07 26, 2013', avgRating=4.479166666666667, avgtime=1374796800.0)
Row(reviewTime=u'07 27, 2013', avgRating=4.340909090909091, avgtime=1374883200.0)
Row(reviewTime=u'07 28, 2013', avgRating=4.538461538461538, avgtime=1374969600.0)
Row(reviewTime=u'07 29, 2013', avgRating=4.316666666666666, avgtime=1375056000.0)
Row(reviewTime=u'07 30, 2013', avgRating=4.196969696969697, avgtime=1375142400.0)
Row(reviewTime=u'07 31, 2013', avgRating=3.8181818181818183, avgtime=1375228800.0)
Row(reviewTime=u'08 1, 2013', avgRating=4.5, avgtime=1375315200.0)
Row(reviewTime=u'08 2, 2013', avgRating=4.157894736842105, avgtime=1375401600.0)
Row(reviewTime=u'08 3, 2013', avgRating=4.3, avgtime=1375488000.0)
Row(reviewTime=u'08 4, 2013', avgRating=4.081632653061225, avgtime=1375574400.0)
Row(reviewTime=u'08 5, 2013', avgRating=4.43859649122807, avgtime=1375660800.0)
Row(reviewTime=u'08 6, 2013', avgRating=4.4411764705882355, avgtime=1375747200.0)
Row(reviewTime=u'08 7, 2013', avgRating=4.333333333333333, avgtime=1375833600.0)
Row(reviewTime=u'08 8, 2013', avgRating=4.305555555555555, avgtime=1375920000.0)
Row(reviewTime=u'08 9, 2013', avgRating=4.365079365079365, avgtime=1376006400.0)
Row(reviewTime=u'08 10, 2013', avgRating=4.333333333333333, avgtime=1376092800.0)
Row(reviewTime=u'08 11, 2013', avgRating=4.194444444444445, avgtime=1376179200.0)
Row(reviewTime=u'08 12, 2013', avgRating=4.276595744680851, avgtime=1376265600.0)
Row(reviewTime=u'08 13, 2013', avgRating=4.622950819672131, avgtime=1376352000.0)
Row(reviewTime=u'08 14, 2013', avgRating=4.448275862068965, avgtime=1376438400.0)
Row(reviewTime=u'08 15, 2013', avgRating=4.433962264150943, avgtime=1376524800.0)
Row(reviewTime=u'08 16, 2013', avgRating=4.145833333333333, avgtime=1376611200.0)
Row(reviewTime=u'08 17, 2013', avgRating=4.325581395348837, avgtime=1376697600.0)
Row(reviewTime=u'08 18, 2013', avgRating=4.346153846153846, avgtime=1376784000.0)
Row(reviewTime=u'08 19, 2013', avgRating=4.394736842105263, avgtime=1376870400.0)
Row(reviewTime=u'08 20, 2013', avgRating=4.320754716981132, avgtime=1376956800.0)
Row(reviewTime=u'08 21, 2013', avgRating=4.368421052631579, avgtime=1377043200.0)
Row(reviewTime=u'08 22, 2013', avgRating=4.43859649122807, avgtime=1377129600.0)
Row(reviewTime=u'08 23, 2013', avgRating=4.319148936170213, avgtime=1377216000.0)
Row(reviewTime=u'08 24, 2013', avgRating=4.323529411764706, avgtime=1377302400.0)
Row(reviewTime=u'08 25, 2013', avgRating=4.215686274509804, avgtime=1377388800.0)
Row(reviewTime=u'08 26, 2013', avgRating=4.245614035087719, avgtime=1377475200.0)
Row(reviewTime=u'08 27, 2013', avgRating=4.15, avgtime=1377561600.0)
Row(reviewTime=u'08 28, 2013', avgRating=4.103448275862069, avgtime=1377648000.0)
Row(reviewTime=u'08 29, 2013', avgRating=4.132075471698113, avgtime=1377734400.0)
Row(reviewTime=u'08 30, 2013', avgRating=4.313725490196078, avgtime=1377820800.0)
Row(reviewTime=u'08 31, 2013', avgRating=4.461538461538462, avgtime=1377907200.0)
Row(reviewTime=u'09 1, 2013', avgRating=4.184210526315789, avgtime=1377993600.0)
Row(reviewTime=u'09 2, 2013', avgRating=4.702127659574468, avgtime=1378080000.0)
Row(reviewTime=u'09 3, 2013', avgRating=4.488372093023256, avgtime=1378166400.0)
Row(reviewTime=u'09 4, 2013', avgRating=3.9318181818181817, avgtime=1378252800.0)
Row(reviewTime=u'09 5, 2013', avgRating=4.26984126984127, avgtime=1378339200.0)
Row(reviewTime=u'09 6, 2013', avgRating=4.148148148148148, avgtime=1378425600.0)
Row(reviewTime=u'09 7, 2013', avgRating=3.909090909090909, avgtime=1378512000.0)
Row(reviewTime=u'09 8, 2013', avgRating=3.8666666666666667, avgtime=1378598400.0)
Row(reviewTime=u'09 9, 2013', avgRating=3.9444444444444446, avgtime=1378684800.0)
Row(reviewTime=u'09 10, 2013', avgRating=4.514285714285714, avgtime=1378771200.0)
Row(reviewTime=u'09 11, 2013', avgRating=4.4, avgtime=1378857600.0)
Row(reviewTime=u'09 12, 2013', avgRating=4.28, avgtime=1378944000.0)
Row(reviewTime=u'09 13, 2013', avgRating=4.255813953488372, avgtime=1379030400.0)
Row(reviewTime=u'09 14, 2013', avgRating=4.384615384615385, avgtime=1379116800.0)
Row(reviewTime=u'09 15, 2013', avgRating=4.0285714285714285, avgtime=1379203200.0)
Row(reviewTime=u'09 16, 2013', avgRating=4.361702127659575, avgtime=1379289600.0)
Row(reviewTime=u'09 17, 2013', avgRating=4.392857142857143, avgtime=1379376000.0)
Row(reviewTime=u'09 18, 2013', avgRating=4.340909090909091, avgtime=1379462400.0)
Row(reviewTime=u'09 19, 2013', avgRating=4.243243243243243, avgtime=1379548800.0)
Row(reviewTime=u'09 20, 2013', avgRating=4.023255813953488, avgtime=1379635200.0)
Row(reviewTime=u'09 21, 2013', avgRating=4.483870967741935, avgtime=1379721600.0)
Row(reviewTime=u'09 22, 2013', avgRating=4.023255813953488, avgtime=1379808000.0)
Row(reviewTime=u'09 23, 2013', avgRating=4.333333333333333, avgtime=1379894400.0)
Row(reviewTime=u'09 24, 2013', avgRating=4.368421052631579, avgtime=1379980800.0)
Row(reviewTime=u'09 25, 2013', avgRating=4.2727272727272725, avgtime=1380067200.0)
Row(reviewTime=u'09 26, 2013', avgRating=4.125, avgtime=1380153600.0)
Row(reviewTime=u'09 27, 2013', avgRating=4.590909090909091, avgtime=1380240000.0)
Row(reviewTime=u'09 28, 2013', avgRating=3.4444444444444446, avgtime=1380326400.0)
Row(reviewTime=u'09 29, 2013', avgRating=4.0, avgtime=1380412800.0)
Row(reviewTime=u'09 30, 2013', avgRating=4.1923076923076925, avgtime=1380499200.0)
Row(reviewTime=u'10 1, 2013', avgRating=3.9411764705882355, avgtime=1380585600.0)
Row(reviewTime=u'10 2, 2013', avgRating=4.414634146341464, avgtime=1380672000.0)
Row(reviewTime=u'10 3, 2013', avgRating=4.525, avgtime=1380758400.0)
Row(reviewTime=u'10 4, 2013', avgRating=4.4, avgtime=1380844800.0)
Row(reviewTime=u'10 5, 2013', avgRating=4.054054054054054, avgtime=1380931200.0)
Row(reviewTime=u'10 6, 2013', avgRating=4.516129032258065, avgtime=1381017600.0)
Row(reviewTime=u'10 7, 2013', avgRating=4.0, avgtime=1381104000.0)
Row(reviewTime=u'10 8, 2013', avgRating=4.277777777777778, avgtime=1381190400.0)
Row(reviewTime=u'10 9, 2013', avgRating=4.222222222222222, avgtime=1381276800.0)
Row(reviewTime=u'10 10, 2013', avgRating=4.153846153846154, avgtime=1381363200.0)
Row(reviewTime=u'10 11, 2013', avgRating=4.0, avgtime=1381449600.0)
Row(reviewTime=u'10 12, 2013', avgRating=4.631578947368421, avgtime=1381536000.0)
Row(reviewTime=u'10 13, 2013', avgRating=4.146341463414634, avgtime=1381622400.0)
Row(reviewTime=u'10 14, 2013', avgRating=4.071428571428571, avgtime=1381708800.0)
Row(reviewTime=u'10 15, 2013', avgRating=4.297872340425532, avgtime=1381795200.0)
Row(reviewTime=u'10 16, 2013', avgRating=4.365853658536586, avgtime=1381881600.0)
Row(reviewTime=u'10 17, 2013', avgRating=4.575, avgtime=1381968000.0)
Row(reviewTime=u'10 18, 2013', avgRating=4.194444444444445, avgtime=1382054400.0)
Row(reviewTime=u'10 19, 2013', avgRating=4.194444444444445, avgtime=1382140800.0)
Row(reviewTime=u'10 20, 2013', avgRating=4.375, avgtime=1382227200.0)
Row(reviewTime=u'10 21, 2013', avgRating=4.314285714285714, avgtime=1382313600.0)
Row(reviewTime=u'10 22, 2013', avgRating=4.5476190476190474, avgtime=1382400000.0)
Row(reviewTime=u'10 23, 2013', avgRating=4.341463414634147, avgtime=1382486400.0)
Row(reviewTime=u'10 24, 2013', avgRating=4.088235294117647, avgtime=1382572800.0)
Row(reviewTime=u'10 25, 2013', avgRating=4.375, avgtime=1382659200.0)
Row(reviewTime=u'10 26, 2013', avgRating=4.454545454545454, avgtime=1382745600.0)
Row(reviewTime=u'10 27, 2013', avgRating=4.409090909090909, avgtime=1382832000.0)
Row(reviewTime=u'10 28, 2013', avgRating=4.382352941176471, avgtime=1382918400.0)
Row(reviewTime=u'10 29, 2013', avgRating=4.44, avgtime=1383004800.0)
Row(reviewTime=u'10 30, 2013', avgRating=4.558139534883721, avgtime=1383091200.0)
Row(reviewTime=u'10 31, 2013', avgRating=4.4, avgtime=1383177600.0)
Row(reviewTime=u'11 1, 2013', avgRating=4.512820512820513, avgtime=1383264000.0)
Row(reviewTime=u'11 2, 2013', avgRating=4.0, avgtime=1383350400.0)
Row(reviewTime=u'11 3, 2013', avgRating=4.535714285714286, avgtime=1383436800.0)
Row(reviewTime=u'11 4, 2013', avgRating=3.7346938775510203, avgtime=1383523200.0)
Row(reviewTime=u'11 5, 2013', avgRating=3.891891891891892, avgtime=1383609600.0)
Row(reviewTime=u'11 6, 2013', avgRating=4.255813953488372, avgtime=1383696000.0)
Row(reviewTime=u'11 7, 2013', avgRating=4.129032258064516, avgtime=1383782400.0)
Row(reviewTime=u'11 8, 2013', avgRating=4.2105263157894735, avgtime=1383868800.0)
Row(reviewTime=u'11 9, 2013', avgRating=4.4411764705882355, avgtime=1383955200.0)
Row(reviewTime=u'11 10, 2013', avgRating=4.391304347826087, avgtime=1384041600.0)
